user_id,user_key,created_at,created_str,retweet_count,retweeted,favorite_count,text,tweet_id,source,hashtags,expanded_urls,posted,mentions,retweeted_status_id,in_reply_to_status_id,text_date,location,followers_count,statuses_count,lang,screen_name,favourites_count,friends_count,listed_count,description
39831721,(((Pat McMenamin))),,2009-05-13 20:52:59,0,False,2,"As a Cavs fan, this is incredibly satisfying to read. https://t.co/MKwHNJTTAG",1213532745332412418,,[],,,,,,2020-01-04 18:48:47,"Scarsdale, NY",854,3343,en,prmcmenamin,7812,711,25,"Executive Producer @BuzzFeedNews | @AM2DM | @What2Watch | Cavs, Browns, & Tribe Fan | NBA World Champion"
2704839457,Logan McDonald,,2014-08-03 20:08:08,2,False,8,"inbox zero is great, but have you ever been at podcast queue zero?",1213873159423823877,,[],,,,,,2020-01-05 17:21:28,"New York, NY",1538,487,en,_loganmcdonald,8433,370,61,"👾 platform software engineer @BuzzFeed; computers 4 news @BuzzFeedNews; 🕵🏻‍♀️ tips welcome, dm for signal"
3359593221,Michael Sallah,,2015-07-05 00:48:45,62,False,0,"RT @JasonLeopold: From Michael Cohen's FBI 302 just obtained via our #FOIA lawsuit:

Sean Hannity recommended to Michael Cohen that Jay Sek…",1212877173339697153,,['FOIA'],,,['JasonLeopold'],,,2020-01-02 23:23:46,"Washington, DC",1342,420,en,MikeSallah7,635,784,35,Senior Investigations Editor in Washington DC. @BuzzFeedNews. Formerly of @miamiherald @washingtonpost and @usatoday. Dad. On The Streets. The underdog matters.
291063918,tess atkinson,,2011-05-01 12:09:58,0,False,0,Two-thirds of BuzzFeed weekly consumers have adopted a new passion or area of interest thanks to BuzzFeed content.… https://t.co/3u99pLZiCf,1213139205217538049,,[],,,,,,2020-01-03 16:45:00,(North) London,1023,4762,en,tessatkinson,6628,1027,19,"BuzzFeed's Chief of Staff & Head of Communications, EMEA & APAC"
90793937,Julia Moser,,2009-11-18 03:44:39,159,False,0,"RT @jillboard: if ‘CATS’ has taught us one thing, it’s this: the Jellicle Choice is a system that works better than the Electoral College",1213612393768423425,,[],,,['jillboard'],,,2020-01-05 00:05:17,Los Angeles,1637,7028,en,juliamoserrrr,33654,2176,14,Producer for @BuzzFeedNews' @AM2DM (formerly @GMA)
339731465,Clarissa-Jan Lim,,2011-07-21 15:30:50,1111,False,0,"RT @madeleinecholia: i wrote about the men who call crisis hotlines to masturbate to the voices of female volunteers, a bummer of a phenome…",1213556348891385858,,[],,,['madeleinecholia'],,,2020-01-04 20:22:35,New York via Kuala Lumpur,898,997,en,clarissajanlim,20844,1556,14,malaysian | reporter & editor @buzzfeednews | clarissa.jan.lim@buzzfeed.com | she/her
22103128,david hatcher,,2009-02-27 03:41:13,1,False,0,"RT @ZachStafford: Faith has so much strength. 

Was incredible to sit down today and hear her story in her words. https://t.co/3IVU1SQs4Z",1212810360186658817,,[],,,['ZachStafford'],,,2020-01-02 18:58:17,,281,1675,en,harlemhatcher,1994,1048,3,Executive Producer at BuzzFeed News' AM2DM morning show that airs live on Twitter M-F @ 10am
912335147822960640,Jake Bunger,,2017-09-25 15:17:04,0,False,3,"@davejorgenson “I’m Barbara Walters, and this is... really weird?”",1213515585369366528,,[],,,['davejorgenson'],,,2020-01-04 17:40:36,"New York, NY",729,792,en,jakebunger,6988,618,6,Currently BuzzFeed News @AM2DM 🎬📺🎥  | from Nebraska
807257672,Scott Lucas,,2012-09-06 17:26:12,0,False,1,@swodinsky zoom and enhance https://t.co/xm95jCD1I0,1213864588686446592,,[],,,['swodinsky'],,,2020-01-05 16:47:25,"Oakland, CA",3101,25406,en,ScottLucas86,8970,1106,161,"Deputy tech and business editor, @BuzzFeedNews. scott.lucas@buzzfeed.com"
247436309,Emily Rothschild,,2011-02-04 20:02:04,1,False,0,"RT @CarolineMoss: A thing I won’t miss about living in New York City: I went ice skating at Rockefeller Center just now with @ERothschild1,…",1204708884646105088,,[],,,['CarolineMoss'],,,2019-12-11 10:25:55,"New York, NY",254,310,en,ERothschild1,3786,815,2,Supervising Producer at BuzzFeed News' @am2dm
343073422,Azure Gilman,,2011-07-27 01:09:59,0,False,5,"@tomgara I'd like 2,000 words on this plz.",1213665836554162176,,[],,,['tomgara'],,,2020-01-05 03:37:38,New York City,1064,4367,en,AzureGilman,4791,4939,34,"Currently: Editing World and Impeachment coverage for @BuzzFeedNews. Formerly: @ABC Digital Editor, @PartsUnknownCNN Interim Exec Editor, @WNYC, @ajam Reporter"
3650978894,YG Entertainment USA,,2015-09-22 17:43:12,67741,False,0,"RT @ygent_official: HAPPY BIRTHDAY #JISOO 🎉
#BLACKPINK #블랙핑크 #지수 #HAPPYBIRTHDAY #20190103 #YG https://t.co/EUor3M8POW",1080551621375881216,,"['JISOO', 'BLACKPINK', '블랙핑크', '지수', 'HAPPYBIRTHDAY', 'YG']",,,['ygent_official'],,,2019-01-02 19:49:16,"Los Angeles, CA",33011,403,en,ygentusa,37,26,73,"Welcome to the official Twitter page for YG Entertainment USA   

https://t.co/VflQzGEYM7
https://t.co/f4qK9eCWK2"
1199023873213100033,Rhett & Link,,2019-11-25 17:56:05,14,False,151,Follow us over @mythical for all the content you’ve come to know and love https://t.co/Z5Cny75JtS,1213150417787351040,,[],,,['Mythical'],,,2020-01-03 17:29:33,,322,1,en,RhettandLink,0,0,1,Former home of everything @rhettmc and @linklamont. Follow us over at @mythical for the latest in the world of Mythicality 🔥
1202763901093306368,MOBILE SUIT GUNDAM BATTLE OPERATION 2,,2019-12-06 01:39:14,4,False,12,"Happy (belated) New Years!

Be sure to check out all the NEW YEARS BOOSTED SUPPLY DROP! https://t.co/7aGlV9ZFK2

Do… https://t.co/M1z2Oel8wl",1212802305289965568,,[],,,,,,2020-01-02 18:26:17,,231,7,en,GBO2EN,0,1,0,"Official EN Account for BATTLE OPERATION 2, a Free-To-Play Gundam Game on PlayStation 4!

👇 Need Support? 👇
https://t.co/NjzUx27lc0"
1129011885964242945,داكار - المملكة العربيّة السّعودية,,2019-05-16 13:13:04,6,False,7,"انطلقت مرحلة اليوم من جدة على الساحل الغربي للمملكة العربية السعودية. 🗺️  

اكتشفوا الخط الساحلي الجميل وهيكل المدي… https://t.co/6sQ2uAaf6c",1213876048577908736,,[],,,,,,2020-01-05 17:32:57,المملكة العربيّة السّعودية,4367,386,ar,Dakar_arabic,43,22,7,"حساب تويتر الرسمي لرالي داكار @dakar
أقسى وأكبر رالي في العالم!
#داكار2020"
70087923,Megan K. Stack,,2009-08-30 09:22:24,0,False,1,Interesting timing. https://t.co/XR6gLeRQy9,1213819209668390913,,[],,,,,,2020-01-05 13:47:05,Singapore,1521,1039,en,Megankstack,1557,800,34,Author: Every Man In This Village Is A Liar. WOMEN’S WORK. Nat'l Book Award Finalist. Past: J-lem-Cairo-Moscow-Beijing for @latimes; TX @AP. More spice plz.
70952004,Sam Farley,,2009-09-02 12:33:10,0,False,3,"Wildcard Weekend picks:

Bills +2.5
Titans +4
Saints -7.5
Seahawks -1

Bills are pretty much a pick’em. Saints and… https://t.co/64HrhdiwoJ",1213546684569001984,,[],,,,,,2020-01-04 19:44:10,"London, England",821,12705,en,FarleyWrites,10053,798,13,"Content & Marketing Manager @OddscheckerUS. NFL & NBA specialist. Host of @HOASPodcast. Previous contributor: @Independent, @VICEUK, @TheTab."
2554423076,Abdullah Al Amro.       عبدالله العمرو,,2014-06-08 10:39:23,8,False,8,جمهور السوبر الايطالي بالرياض اكثر من جمهور السوبر السعودي 😎,1213506423646228480,,[],,,,,,2020-01-04 17:04:11,,4035,2018,ar,draalamro,979,255,6,‏شغوف ان اتقن ما اعمل
1205431066359668736,The Turning UK,,2019-12-13 10:15:43,15,False,49,"Keep an eye on the children.

The official trailer for THE TURNING starring Mackenzie Davis (Terminator: Dark Fate)… https://t.co/W1KqClIyFp",1213069831337058305,,[],,,,,,2020-01-03 12:09:20,,80,8,en,TheTurningUK,3,97,0,Keep an eye on the children. In cinemas across the UK January 24.
839415133428277248,FEELDOG / 필독,,2017-03-08 09:58:58,41,False,191,@1ee_Jun_Yxxng 응 어떠한기준에서도 넌 아니야 ~,1213087762833797122,,[],,,['1ee_Jun_Yxxng'],,,2020-01-03 13:20:35,대한민국 서울,24055,870,ko,feeldog_bpnn,183,8,224,"Be Positive , No negative"
35754007,Sumi Jo,,2009-04-27 14:28:00,20443,False,0,RT @tinyanimaIs: Kitty Massage 💆 https://t.co/Dt30CPAVHj,1213388519693008897,,[],,,['tinyanimaIs'],,,2020-01-04 09:15:41,The Official Homepage,29355,11026,en,sumijo2011,539,6314,485,Voice of Heaven 'Soprano Sumi Jo' https://t.co/IzqGbk6xuu
984731357082300417,러브앤프로듀서,,2018-04-13 09:53:45,157,False,106,"60초 후 연애합니다💕러브앤프로듀서💕

2020년 새해의 첫 깜짝 쿠폰!
루비와 골드, 인연으로 알차게 준비했어요~
프로듀서님, 다시 한 번 새해 복 많이 받으세요~ 

쿠폰번호: aCBgmkQ9yP36oX… https://t.co/MBuKOoVHp9",1212970863651217408,,[],,,,,,2020-01-03 05:36:04,대한민국,14142,324,ko,lovenproducer,0,0,57,60초 후 연애합니다💕 러브앤프로듀서 공식 트위터입니다!
29141166,Vivek Jain,,2009-04-06 04:13:35,1,False,2,@babagolmaal @timesprime Sorry to hear this. We are working with @swiggy_in to resolve it.,1213805533494312960,,[],,,['babagolmaal'],,,2020-01-05 12:52:45,"Mumbai, India",513,98,en,vivekrjain,129,123,1,"COO @ MX Player and Business Head @ Times Prime; Ex Amazon, Google"
1207558778842947584,Chinese Embassy in Ethiopia中国驻埃塞俄比亚使馆,,2019-12-19 07:10:36,43,False,0,RT @MFA_China: Africa has been the destination for Chinese FM's first foreign visit every year. The good tradition has been carried on for…,1213387633424044032,,[],,,['MFA_China'],,,2020-01-04 09:12:10,addis ababa,56,8,en,ChinaEmbAddis,2,5,0,The official account of the Chinese Embassy in Ethiopia
1207959651079393281,Chinesische Botschaft in Deutschland,,2019-12-20 09:43:27,,,,,,,,,,,,,,,18,0,,ChinaEmbGermany,0,7,0,Botschaft der Volksrepublik China in der Bundesrepublik Deutschland
1422951168,Fiersa Besari,,2013-05-12 12:00:56,4325,False,14400,"Yang dulu paling ditunggu sapaannya, kini menjadi yang paling dikutuk kemunculannya",1213830241182830592,,[],,,,,,2020-01-05 14:30:56,Indonesia,3080295,24581,in,FiersaBesari,650,620,399,"Menulis, bermusik, merekam, berkelana / Ekspedisi @atapnegeri / 085282747109 Ubay - kerjasamafiersa@gmail.com"
1128409690902343680,Portia Antonia Alexis,,2019-05-14 21:20:09,139,False,0,"RT @S_Stantcheva: New paper ""The Polarization of Reality."" Americans are polarized not only in their policy views &amp; attitudes, but also in…",1213614004905660416,,[],,,['S_Stantcheva'],,,2020-01-05 00:11:41,London School of Economics,20476,531,en,PortiaEconomics,1461,953,5,London Based Economist | Consumer Goods Business Analyst |  Research in Social Mobility | Income Inequality | Macro & Mathematical Economics #Econtwitter
1588143126,Petrofac,,2013-07-12 10:32:07,1,False,0,RT @UKinOman: https://t.co/egUVKswqrL,1213813165546516480,,[],,,['UKinOman'],,,2020-01-05 13:23:04,,612,232,und,PetrofacGroup,157,49,0,Leading international service provider to the oil and gas production and processing industry.
1212039012375916546,Dylan Moses Official,,2019-12-31 15:53:22,22173,False,0,RT @__naeisbae: How you let your daddy eat you up like dat https://t.co/mfaYem2L1d,1213876498651926528,,[],,,['__naeisbae'],,,2020-01-05 17:34:44,"Baton Rouge, LA",2640,62,en,dylandmoses,88,91,10,LouisianaMade |  ΩΨΦ 🐶
1366676707,Duke & Jones,,2013-04-20 10:10:53,0,False,6,"yeah I keep a stick on me

a 32gb Corsair Survivor Stealth",1213779272436989952,,[],,,,,,2020-01-05 11:08:24,Manchester,1338,1078,en,DukeandJones,3975,492,7,Manchester ➡️ World
1130817038723801090,גבי אשכנזי - Gabi Ashkenazi,,2019-05-21 12:46:06,3,False,96,כחול לבן מתחזקת והליכוד נחלש. אני מעריך ש״הבלוק״ של נתניהו לא יחזיק מעמד בבחירות הקרובות.,1212639240120614913,,[],,,,,,2020-01-02 07:38:19,,16090,324,iw,GabiashkenaziMK,7,228,42,"גולנצ'יק גאה. יו""ר ועדת חוץ וביטחון, הרמטכ""ל ה-19 של צה""ל. חבר כנסת מטעם סיעת כחול לבן."
1171821771097612288,Marc Ross,,2019-09-11 16:24:31,18,False,183,New to Twitter! Let's see how this thing goes @nflnetwork https://t.co/wYNirIWZ3A,1212120327016386568,,[],,,['nflnetwork'],,,2019-12-31 21:16:20,"New York, NY",418,1,en,MarcRoss,3,61,6,@NFLNetwork Analyst. Former VP Player Evaluation NY Giants. 2x Super Bowl Champ.  20 years NFL scouting Eagles/Bills. @Princeton Alum. Archmere Academy HOF
1186956287164272645,Waterdogs Lacrosse Club,,2019-10-23 10:43:31,0,False,57,Sprinting to weekend activities like 🏃‍♂️ https://t.co/kTotXddCGN,1213547352222384128,,[],,,,,,2020-01-04 19:46:50,,7570,89,en,PLLWaterdogs,120,8,10,"The seventh team in the @PremierLacrosse, Waterdogs LC is born in the water and bred to hunt. Every Game is a Revenge Game."
1191460726604533765,Revelation Tour,,2019-11-04 21:02:43,2,False,0,RT @MuthaTucka_: I think that @mikasounds Dear Jealousy is my favourite song of 2019! Their latest album is insane! Soooo good!,1213866680650211329,,[],,,['MuthaTucka_'],,,2020-01-05 16:55:43,,662,1395,en,Revelation_Tour,1665,49,0,International popstar MIKA’s Revelation Tour has begun. Are you ready to live an incredible and colorful experience? 💥Share your photos and videos
855550675,Rick Leonard,,2012-10-01 00:03:02,25,False,0,"RT @AggieFootball: Family forever ✊

Coach Fisher got to catch up with his @HoustonTexans, Rod Johnson &amp; Rick Leonard!

#GigEm https://t.co…",1212111868447330304,,['GigEm'],,,['AggieFootball'],,,2019-12-31 20:42:44,,4282,1635,en,RickLeonard73,3459,352,53,| Philippians 4:13 | Offensive Lineman for the Houston Texans #Relentless
1206978927928979456,The Washington Post Press Freedom Partnership,,2019-12-17 16:46:28,0,False,1,Introducing the @washingtonpost Press Freedom Partnership account. Follow us to learn about the most current issues… https://t.co/fHNePR4zIh,1212827983016349696,,[],,,['washingtonpost'],,,2020-01-02 20:08:19,"Washignton, D.C.",13,1,en,wppressfreedom,0,8,0,A public service initiative from The Washington Post to promote press freedom and raise awareness of the rights of journalists worldwide.
119620109,Raúl Gutiérrez,,2010-03-04 04:43:58,2,False,11,"Conozco a varios que andan presumiendo su etiqueta en la gorra, no sean así 😂 https://t.co/ajvr8svHTJ",1213847886406062082,,[],,,,,,2020-01-05 15:41:02,México,965,12201,es,rulogtz7,5255,2871,9,Me pagan por escribir y hablar de NFL 🏈 Don't shoot the messenger
122970277,Shamina Singh,,2010-03-14 14:37:33,86,False,0,"RT @FastCompany: Mastercard's CEO says a decency quotient, or ""DQ"" is as important as IQ or EQ. https://t.co/ywVyXNPCKn",1210717589459988481,,[],,,['FastCompany'],,,2019-12-28 00:22:22,"New York, NY",3015,2085,en,shaminasingh,1874,356,143,"EVP of Sustainability at
#Mastercard & President at @CNTR4growth. All views expressed here are my own."
1141735286407176192,Sol Body,,2019-06-20 15:51:19,6,False,167,"obsessed  ✨

📸:georgiagracefitz https://t.co/9wcIsEwDUG",1213837624181321728,,[],,,,,,2020-01-05 15:00:16,wherever the sun is shining☀️,72693,1335,en,SolBodyCo,1792,3,8,all we need is glow ✨ and rosé 🥂
855200498646794240,FourthRayBeauty,,2017-04-20 23:24:22,6,False,57,"Soak It Up 💙

💧Hyaluronic acid - hydrating⁣
🌱Marine Algae - moisturizing⁣
💦Vitamin E - nourishing⁣
🍃Aloe - replenis… https://t.co/ZThg70g3MM",1213867822532554752,,[],,,,,,2020-01-05 17:00:16,,101557,2321,en,FourthRayBeauty,2982,12,23,Here to make sure your skincare routine is 💯! We also have some pretty cool sisters @colourpopco & @solbodyco 👯
979455224,Damian Musto,,2012-11-30 00:41:15,574,False,7930,Gracias Dios por este nuevo desafío en este gran Club que me abre las puertas . Gracias por confiar en mi. Vamos po… https://t.co/MvcRA5IUFP,1211676519267020800,,[],,,,,,2019-12-30 15:52:48,,23618,850,es,damianalazan5,265,179,30,"Actual jugador de @SDHuesca de @LaLiga Uno no es mas grande y mejor por estar siempre de pie , sino por levantarse despues de cada caida..."
184164817,Federico Severini,,2010-08-28 21:30:54,395,False,0,"RT @JuanGutierrezR: El que te quiere cerca, se acerca. No es tan complicado.",1213872729314779137,,[],,,['JuanGutierrezR'],,,2020-01-05 17:19:45,"Barranquilla, Colombia",20401,5165,es,SeveriniFede,14964,174,19,Empresario Colombiano.  Co-Fundador @fundacion_tepichi
1194202635114557440,Google Health,,2019-11-12 10:39:09,58,False,182,You can read more here -https://t.co/A50LOnhYek,1212435098718609409,,[],,,,,,2020-01-01 18:07:08,,4623,2,en,GoogleHealth,0,39,26,https://t.co/IHk3xXffHY
135475913,Shailesh Reddy,,2010-04-21 12:09:35,416,False,0,RT @KTRTRS: Excited to be inaugurating the Warangal campuses of @tech_mahindra and @Cyient on 7th Jan😊  Many thanks to @BVRMohanReddy Garu…,1213846078040076288,,[],,,['KTRTRS'],,,2020-01-05 15:33:51,Hyderabad,4318,4988,en,shaileshreddi,4910,214,17,"CEO Softnet, @TSATNetwork, Govt of Telangana, TV Journalist, Former Business Head @ #ZeeNews Ltd. From #Parigi, #Gandeed, #Vikarabad #Mahabubnagar, #Telangana"
395511307,FidelityJobs,,2011-10-21 19:40:39,0,False,2,"Kelsey, a Senior Product Manager, details how working in Agile helps us work faster and deliver superior products.… https://t.co/1EdD1O7HR4",1213845126570754051,,[],,,,,,2020-01-05 15:30:04,"Boston, MA",5328,14329,en,FidelityJobs,355,817,88,Fidelity provides financial expertise to help people live the lives they want.  @FidelityJobs shares info on jobs at Fidelity. RTs don’t constitute endorsement
1211996685901058048,ಕರ್ನಾಟಕ-ಸಾರ್ವಜನಿಕಸಂಪರ್ಕ/Karnataka-Public Relation,,2019-12-31 13:05:31,0,False,0,"@KushalappaPran @prathapsimhamp Dear Sir, 

We have raised a complaint and the Docket number is KV690120. The same… https://t.co/3koIms7h0w",1213865027842670592,,[],,,['KushalappaPran'],,,2020-01-05 16:49:09,Karnataka,2449,138,en,Karnataka_DIPR,99,71,1,"For contacting the state govt on any issue, 24x7, Please tag @karnataka_DIPR .
E-mail ID : karnatakavarthe2020@gmail.com"
1139111381083443200,Jal Jeevan Mission,,2019-06-13 10:04:51,5,False,18,"#JalJeevanMission aims to provide #FunctionalHouseholdTapConnection to every rural household by 2024, in partner's… https://t.co/jv6DsezxaM",1210412442251153408,,"['JalJeevanMission', 'FunctionalHouseholdTapConnection']",,,,,,2019-12-27 04:09:49,,1312,185,en,jaljeevan_,8,91,2,"The official account of the Jal Jeevan Mission - Department of Drinking Water and Sanitation, Ministry of Jal Shakti. 
Har Ghar Nal Se Jal by 2024"
121886279,𝙔𝙖𝙜𝙤 𝙙𝙚 𝙑𝙚𝙜𝙖,,2010-03-10 22:53:15,4,False,31,"La peor generación de políticos de este país, de largo... 🤦🏻‍♂️ https://t.co/Nqys81sKal",1213792741643214850,,[],,,,,,2020-01-05 12:01:55,Madrid,14329,24948,es,YagodeVega,2112,869,309,"Madrileño. Periodista deportivo. Mi opinión solo me representa a mi.(ESTO NO ES UN MEDIO DE COMUNICACIÓN, ES UNA RED SOCIAL. Para los que les cuesta entenderlo)"
1066064184,Ministry of Tourism,,2013-01-06 16:14:33,9,False,114,The pocket-sized paradise of #Goa is a traveller's dream. Located by the glistening waters of the Arabian Sea on In… https://t.co/DoH4rXDijq,1213853121828421632,,['Goa'],,,,,,2020-01-05 16:01:51,"New Delhi, India",129447,7200,en,tourismgoi,4268,466,474,Official Twitter account of Ministry of Tourism (Govt. of India)
19019165,臧智渊Zhiyuan Zang,,2009-01-15 11:56:46,8,False,0,RT @itm_mobile: 50RT 5Gスマホ市場に価格破壊　Xiaomiが約3万円の「RedMi K30 5G」を中国で発売 https://t.co/cmJm30Rwme,1213719752339668992,,[],,,['itm_mobile'],,,2020-01-05 07:11:53,Beijing & Tokyo,1064,591,ja,zzyln,71,231,5,Deputy GM of Xiaomi Marketing & Xiaomi Japan
887675246970417152,دی وائر اردو,,2017-07-19 14:07:25,2,False,5,رپورٹ میں ایس ایس پی نے سینئر آئی پی ایس افسروں پرالزام لگایا تھا کہ وہ پیسے لےکر ٹرانسفر-پوسٹنگ کے ساتھ مقدموں اور… https://t.co/5SOAtxANdB,1213875305972207616,,[],,,,,,2020-01-05 17:30:00,"New Delhi, India",10444,13950,ur,TheWireUrdu,355,67,22,سرکاری اورکارپوریٹ دباؤ سے آزاد صحافتی ادارہ | #UrduNews | #Analysis #Reporting
1027413414,Alaina Castillo,,2012-12-22 00:15:25,12,False,84,"thank u so much to @amazonmusic for picking me as one of their 2020 Artists to Watch 🥺 

listen to the playlist her… https://t.co/7vmrcWybmD",1213256329965527040,,[],,,['amazonmusic'],,,2020-01-04 00:30:24,,8755,2525,en,alainacastillo5,5190,16,12,antisocial butterfly
1161804899971026944,SCMP Hong Kong,,2019-08-15 01:00:48,1,False,1,Bees sting group of about 10 on popular trail in Hong Kong’s Pat Sin Leng Country Park https://t.co/JPdzt4gQuP,1213838441022132224,,[],,,,,,2020-01-05 15:03:31,Hong Kong,7997,3103,en,SCMPHongKong,0,9,90,News and analysis about Hong Kong from the South China Morning Post.
2495483545,Mark Footer,,2014-05-15 02:00:02,17,False,0,RT @BenjaminRamm: https://t.co/CS8FMCnY6L,1213444820087132160,,[],,,['BenjaminRamm'],,,2020-01-04 12:59:24,Hong Kong,162,367,und,9815_mark,327,281,3,"Travel Editor, Post Magazine @SCMPNEWS"
1215274375,Olga Wong,,2013-02-24 11:48:40,2360,False,0,RT @ThomasHHChan: #NOW HKUST president Wei Shyy was teary-eyed at this morning’s graduation ceremony session when he learned of the news ab…,1192642308664987649,,['NOW'],,,['ThomasHHChan'],,,2019-11-08 03:17:39,Hong Kong,1518,563,en,Olgawys,7,68,51,"News Editor, Hong Kong @South China Morning Post @scmpnews"
361203900,Josh Ye 葉嘉栩,,2011-08-24 12:23:44,2,False,0,RT @AbacusNews: #Fortnite is 2019’s top-grossing game despite making no money in China https://t.co/WIEwJDX0dI,1213600534806122499,,['Fortnite'],,,['AbacusNews'],,,2020-01-04 23:18:09,Hong Kong,946,1696,en,TheRealJoshYe,1666,1943,25,"Games, tech journo for @AbacusNews @SCMPNews. @ThePittNews alum. 毒瘤科蜜. Moneyball sequel sidekick. Anemic tenor. From the home of Canto food. Love 🇭🇰 🇲🇴."
102769529,Elaine Ly,,2010-01-07 19:35:54,32,False,0,RT @SCMPNews: Trade war: Chinese put back visit to sign truce after Donald Trump took to Twitter to announce own plans for White House cere…,1213852247991259138,,[],,,['SCMPNews'],,,2020-01-05 15:58:22,Hong Kong,1383,3926,en,elaineyyly,1275,2660,48,Producer/Presenter @scmpnews. Formerly with @camanpour @cnn. Tell me what u expertise in + we’ll share how u make an impact for a better and happier 🌎
911233681,Edward Boyd,,2012-10-28 22:23:59,2,False,2,Let the blame game begin! Opal Tower builder pins cracks on designer https://t.co/jCCRnHsKUd,1202053130424180736,,[],,,,,,2019-12-04 02:32:54,Sydney,552,325,en,eboyd_journo,789,494,20,Business Reporter for Australian News Channel (Sky News) Views my own.
1150749861798645761,Lo de Évole,,2019-07-15 12:52:01,0,False,3,@LaLigaDeRafa @jordievole Contigo empezó todo 😅,1213374094424657921,,[],,,['LaLigaDeRafa'],,,2020-01-04 08:18:22,,8591,9,es,LoDeEvole,12,10,11,"📺 Con @JordiEvole en laSexta | Somos @delbarriotv 
MUY PRONTO, ESTRENO."
